date,n1,n2,n3,n4,n5,n6
04/17/2024,4,17,24,4,17,18
04/20/2024,4,20,24,3,5,9
04/22/2024,4,22,24,2,4,15
04/24/2024,4,24,24,7,16,23
04/27/2024,4,27,24,13,17,23
04/29/2024,4,29,24,3,9,14
05/01/2024,5,1,24,7,19,20
05/04/2024,5,4,24,2,7,14
05/06/2024,5,6,24,17,21,29
05/08/2024,5,8,24,9,10,14
05/11/2024,5,11,24,11,12,18
05/13/2024,5,13,24,9,15,27
05/15/2024,5,15,24,3,10,12
05/18/2024,5,18,24,7,8,11
05/20/2024,5,20,24,2,10,14
05/22/2024,5,22,24,3,8,26
05/25/2024,5,25,24,2,9,11
05/27/2024,5,27,24,4,9,19
05/29/2024,5,29,24,12,17,22
06/01/2024,6,1,24,8,17,23
06/03/2024,6,3,24,10,14,33
06/05/2024,6,5,24,14,21,24
06/08/2024,6,8,24,11,13,26
06/10/2024,6,10,24,2,4,6
06/12/2024,6,12,24,2,10,14
06/15/2024,6,15,24,12,15,16
06/17/2024,6,17,24,7,10,17
06/19/2024,6,19,24,8,9,24
06/22/2024,6,22,24,2,3,5
06/24/2024,6,24,24,7,10,11
06/26/2024,6,26,24,4,5,12
06/29/2024,6,29,24,1,3,5
07/01/2024,7,1,24,3,10,25
07/03/2024,7,3,24,9,14,15
07/06/2024,7,6,24,4,9,13
07/08/2024,7,8,24,6,14,15
07/10/2024,7,10,24,9,16,28
07/13/2024,7,13,24,1,2,16
07/15/2024,7,15,24,2,4,7
07/17/2024,7,17,24,5,10,30
07/20/2024,7,20,24,2,4,6
07/22/2024,7,22,24,1,4,5
07/24/2024,7,24,24,6,15,23
07/27/2024,7,27,24,1,9,12
07/29/2024,7,29,24,1,18,21
07/31/2024,7,31,24,2,3,8
08/03/2024,8,3,24,4,14,17
08/05/2024,8,5,24,5,7,14
08/07/2024,8,7,24,1,6,7
08/10/2024,8,10,24,4,11,19
08/12/2024,8,12,24,2,6,10
08/14/2024,8,14,24,8,10,19
08/17/2024,8,17,24,13,14,15
08/19/2024,8,19,24,7,8,9
08/21/2024,8,21,24,8,13,18
08/24/2024,8,24,24,2,4,6
08/26/2024,8,26,24,4,7,16
08/28/2024,8,28,24,1,2,5
08/31/2024,8,31,24,4,6,16
09/02/2024,9,2,24,6,7,15
09/04/2024,9,4,24,12,14,22
09/07/2024,9,7,24,4,21,25
09/09/2024,9,9,24,3,10,22
09/11/2024,9,11,24,1,3,15
09/14/2024,9,14,24,1,5,14
09/16/2024,9,16,24,8,9,15
09/18/2024,9,18,24,3,8,11
09/21/2024,9,21,24,7,10,17
09/23/2024,9,23,24,7,12,20
09/25/2024,9,25,24,3,4,5
09/28/2024,9,28,24,23,26,28
09/30/2024,9,30,24,4,6,23
10/02/2024,10,2,24,6,12,19
10/05/2024,10,5,24,9,16,20
10/07/2024,10,7,24,1,2,12
10/09/2024,10,9,24,6,8,10
10/12/2024,10,12,24,2,9,18
10/14/2024,10,14,24,3,4,11
10/16/2024,10,16,24,6,7,21
10/19/2024,10,19,24,17,18,22
10/21/2024,10,21,24,4,11,13
10/23/2024,10,23,24,8,18,20
10/26/2024,10,26,24,9,16,19
10/28/2024,10,28,24,4,9,16
10/30/2024,10,30,24,6,16,18
11/02/2024,11,2,24,3,17,20
11/04/2024,11,4,24,8,10,11
11/06/2024,11,6,24,4,6,30
11/09/2024,11,9,24,5,13,23
11/11/2024,11,11,24,13,24,34
11/13/2024,11,13,24,1,7,12
11/16/2024,11,16,24,4,10,12
11/18/2024,11,18,24,2,3,13
11/20/2024,11,20,24,3,4,16
11/23/2024,11,23,24,1,11,28
11/25/2024,11,25,24,1,8,10
11/27/2024,11,27,24,4,10,13
11/30/2024,11,30,24,3,4,6
12/02/2024,12,2,24,4,14,18
12/04/2024,12,4,24,3,11,17
12/07/2024,12,7,24,10,14,19
12/09/2024,12,9,24,9,14,28
12/11/2024,12,11,24,6,10,26
12/14/2024,12,14,24,7,10,11
12/16/2024,12,16,24,6,10,15
12/18/2024,12,18,24,13,14,24
12/21/2024,12,21,24,12,17,19
12/23/2024,12,23,24,1,2,13
12/28/2024,12,28,24,2,3,14
12/30/2024,12,30,24,7,14,15
01/01/2025,1,1,25,12,19,21
01/04/2025,1,4,25,5,11,15
01/06/2025,1,6,25,1,18,24
01/08/2025,1,8,25,14,26,27
01/11/2025,1,11,25,7,23,24
01/13/2025,1,13,25,5,9,21
01/15/2025,1,15,25,2,13,14
01/18/2025,1,18,25,7,8,14
01/20/2025,1,20,25,7,23,25
01/22/2025,1,22,25,7,17,22
01/25/2025,1,25,25,1,3,8
01/27/2025,1,27,25,4,12,16
01/29/2025,1,29,25,10,13,14
02/01/2025,2,1,25,7,18,24
02/03/2025,2,3,25,5,11,20
02/05/2025,2,5,25,15,33,35
02/08/2025,2,8,25,14,17,19
02/10/2025,2,10,25,4,8,18
02/12/2025,2,12,25,1,3,23
02/15/2025,2,15,25,2,12,18
02/17/2025,2,17,25,4,12,21
02/19/2025,2,19,25,2,14,30
02/22/2025,2,22,25,5,9,16
02/24/2025,2,24,25,9,16,18
02/26/2025,2,26,25,18,20,22
03/01/2025,3,1,25,15,18,24
03/03/2025,3,3,25,14,18,21
03/05/2025,3,5,25,8,10,11
03/08/2025,3,8,25,2,8,9
03/10/2025,3,10,25,11,27,28
03/12/2025,3,12,25,2,3,9
03/15/2025,3,15,25,1,3,4
03/17/2025,3,17,25,9,15,18
03/19/2025,3,19,25,2,3,5
03/22/2025,3,22,25,8,15,21
03/24/2025,3,24,25,1,10,20
03/26/2025,3,26,25,1,4,13
03/29/2025,3,29,25,4,11,22
03/31/2025,3,31,25,1,3,4
04/02/2025,4,2,25,3,4,9
04/05/2025,4,5,25,3,9,12
04/07/2025,4,7,25,5,9,27
04/09/2025,4,9,25,4,7,16
04/12/2025,4,12,25,5,8,11
04/14/2025,4,14,25,6,10,25
04/16/2025,4,16,25,19,25,26
04/19/2025,4,19,25,7,9,17
04/21/2025,4,21,25,11,14,15
04/23/2025,4,23,25,1,6,25
04/26/2025,4,26,25,12,16,20
04/28/2025,4,28,25,19,23,31
04/30/2025,4,30,25,5,6,15
05/03/2025,5,3,25,17,18,19
05/05/2025,5,5,25,3,9,11
05/07/2025,5,7,25,2,15,17
05/10/2025,5,10,25,8,14,19
05/12/2025,5,12,25,5,7,11
05/14/2025,5,14,25,4,5,8
05/17/2025,5,17,25,2,8,20
05/19/2025,5,19,25,7,17,19
05/21/2025,5,21,25,5,8,15
05/24/2025,5,24,25,1,2,12
05/26/2025,5,26,25,6,10,22
05/28/2025,5,28,25,3,5,12
05/31/2025,5,31,25,5,12,15
06/02/2025,6,2,25,5,7,10
06/04/2025,6,4,25,5,18,20
06/07/2025,6,7,25,2,7,21
06/09/2025,6,9,25,14,24,30
06/11/2025,6,11,25,2,4,8
06/14/2025,6,14,25,1,8,15
06/16/2025,6,16,25,1,10,15
06/18/2025,6,18,25,4,6,9
06/21/2025,6,21,25,3,6,15
06/23/2025,6,23,25,4,9,18
06/25/2025,6,25,25,5,10,12
06/28/2025,6,28,25,9,11,18
06/30/2025,6,30,25,7,8,16
07/02/2025,7,2,25,8,19,24
07/05/2025,7,5,25,14,17,19
07/07/2025,7,7,25,3,9,10
07/09/2025,7,9,25,1,12,19
07/12/2025,7,12,25,5,8,14
07/14/2025,7,14,25,15,24,26
07/16/2025,7,16,25,5,16,27
07/19/2025,7,19,25,4,15,22
07/21/2025,7,21,25,2,16,18
07/23/2025,7,23,25,7,8,16
07/26/2025,7,26,25,1,6,15
07/28/2025,7,28,25,17,21,25
07/30/2025,7,30,25,9,12,14
08/02/2025,8,2,25,6,11,17
08/04/2025,8,4,25,7,17,23
08/06/2025,8,6,25,6,14,22
08/09/2025,8,9,25,14,30,31
08/11/2025,8,11,25,2,4,22
08/13/2025,8,13,25,7,8,19
08/16/2025,8,16,25,8,10,15
08/18/2025,8,18,25,13,23,31
08/20/2025,8,20,25,1,3,4
08/23/2025,8,23,25,8,9,11
08/25/2025,8,25,25,1,12,24
08/27/2025,8,27,25,2,14,16
08/30/2025,8,30,25,14,15,16
09/01/2025,9,1,25,5,13,21
09/03/2025,9,3,25,1,29,30
