n1,n2,n3,n4,n5,s1,draw_date,lucky_ball,white1,white2,white3,white4,white5,special
,,,,,,2023-01-15,,1,15,23,5,8,13
,,,,,,2023-01-16,,1,16,23,11,17,25
,,,,,,2023-01-17,,1,17,23,3,4,25
,,,,,,2023-01-18,,1,18,23,12,27,35
,,,,,,2023-01-19,,1,19,23,6,8,12
,,,,,,2023-01-20,,1,20,23,2,10,28
,,,,,,2023-01-21,,1,21,23,6,10,11
,,,,,,2023-01-22,,1,22,23,7,9,13
,,,,,,2023-01-23,,1,23,23,1,2,26
,,,,,,2023-01-24,,1,24,23,1,25,28
,,,,,,2023-01-25,,1,25,23,19,22,29
,,,,,,2023-01-26,,1,26,23,15,17,26
,,,,,,2023-01-27,,1,27,23,4,5,7
,,,,,,2023-01-28,,1,28,23,2,5,35
,,,,,,2023-01-29,,1,29,23,15,16,21
,,,,,,2023-01-30,,1,30,23,9,16,34
,,,,,,2023-01-31,,1,31,23,2,3,10
,,,,,,2023-02-01,,2,1,23,11,19,31
,,,,,,2023-02-02,,2,2,23,10,17,22
,,,,,,2023-02-03,,2,3,23,2,20,31
,,,,,,2023-02-04,,2,4,23,14,24,30
,,,,,,2023-02-05,,2,5,23,2,16,23
,,,,,,2023-02-06,,2,6,23,1,5,15
,,,,,,2023-02-07,,2,7,23,3,7,18
,,,,,,2023-02-08,,2,8,23,2,10,32
,,,,,,2023-02-09,,2,9,23,17,33,35
,,,,,,2023-02-10,,2,10,23,10,11,12
,,,,,,2023-02-11,,2,11,23,1,12,13
,,,,,,2023-02-12,,2,12,23,8,9,21
,,,,,,2023-02-13,,2,13,23,1,8,15
,,,,,,2023-02-14,,2,14,23,7,21,27
,,,,,,2023-02-15,,2,15,23,9,16,28
,,,,,,2023-02-16,,2,16,23,6,11,40
,,,,,,2023-02-17,,2,17,23,24,33,36
,,,,,,2023-02-18,,2,18,23,9,10,22
,,,,,,2023-02-19,,2,19,23,8,16,31
,,,,,,2023-02-20,,2,20,23,8,12,41
,,,,,,2023-02-21,,2,21,23,19,22,35
,,,,,,2023-02-22,,2,22,23,7,26,37
,,,,,,2023-02-23,,2,23,23,1,7,20
,,,,,,2023-02-24,,2,24,23,17,22,24
,,,,,,2023-02-25,,2,25,23,26,28,38
,,,,,,2023-02-26,,2,26,23,5,9,18
,,,,,,2023-02-27,,2,27,23,2,3,17
,,,,,,2023-02-28,,2,28,23,1,20,32
,,,,,,2023-03-01,,3,1,23,6,11,19
,,,,,,2023-03-02,,3,2,23,10,13,33
,,,,,,2023-03-03,,3,3,23,9,12,35
,,,,,,2023-03-04,,3,4,23,4,7,15
,,,,,,2023-03-05,,3,5,23,1,7,10
,,,,,,2023-03-06,,3,6,23,3,7,24
,,,,,,2023-03-07,,3,7,23,10,28,30
,,,,,,2023-03-08,,3,8,23,1,16,31
,,,,,,2023-03-09,,3,9,23,28,39,43
,,,,,,2023-03-10,,3,10,23,11,14,24
,,,,,,2023-03-11,,3,11,23,3,7,10
,,,,,,2023-03-12,,3,12,23,9,27,32
,,,,,,2023-03-13,,3,13,23,3,9,20
,,,,,,2023-03-14,,3,14,23,2,3,14
,,,,,,2023-03-15,,3,15,23,16,20,21
,,,,,,2023-03-16,,3,16,23,5,22,28
,,,,,,2023-03-17,,3,17,23,26,29,35
,,,,,,2023-03-18,,3,18,23,8,18,19
,,,,,,2023-03-19,,3,19,23,23,27,30
,,,,,,2023-03-20,,3,20,23,1,6,12
,,,,,,2023-03-21,,3,21,23,7,25,36
,,,,,,2023-03-22,,3,22,23,7,19,30
,,,,,,2023-03-23,,3,23,23,3,7,24
,,,,,,2023-03-24,,3,24,23,1,8,30
,,,,,,2023-03-25,,3,25,23,9,11,20
,,,,,,2023-03-26,,3,26,23,20,30,33
,,,,,,2023-03-27,,3,27,23,13,24,26
,,,,,,2023-03-28,,3,28,23,7,9,16
,,,,,,2023-03-29,,3,29,23,17,22,29
,,,,,,2023-03-30,,3,30,23,10,27,34
,,,,,,2023-03-31,,3,31,23,16,19,28
,,,,,,2023-04-01,,4,1,23,1,12,25
,,,,,,2023-04-02,,4,2,23,3,6,18
,,,,,,2023-04-03,,4,3,23,2,13,21
,,,,,,2023-04-04,,4,4,23,10,13,20
,,,,,,2023-04-05,,4,5,23,6,13,17
,,,,,,2023-04-06,,4,6,23,3,10,17
,,,,,,2023-04-07,,4,7,23,21,25,31
,,,,,,2023-04-08,,4,8,23,1,16,18
,,,,,,2023-04-09,,4,9,23,12,15,28
,,,,,,2023-04-10,,4,10,23,3,5,6
,,,,,,2023-04-11,,4,11,23,1,5,9
,,,,,,2023-04-12,,4,12,23,12,17,21
,,,,,,2023-04-13,,4,13,23,4,11,19
,,,,,,2023-04-14,,4,14,23,3,15,38
,,,,,,2023-04-15,,4,15,23,6,10,22
,,,,,,2023-04-16,,4,16,23,6,21,29
,,,,,,2023-04-17,,4,17,23,3,6,12
,,,,,,2023-04-18,,4,18,23,15,19,22
,,,,,,2023-04-19,,4,19,23,2,3,18
,,,,,,2023-04-20,,4,20,23,1,5,18
,,,,,,2023-04-21,,4,21,23,4,7,8
,,,,,,2023-04-22,,4,22,23,5,18,38
,,,,,,2023-04-23,,4,23,23,16,21,31
,,,,,,2023-04-24,,4,24,23,17,18,21
,,,,,,2023-04-25,,4,25,23,17,28,33
,,,,,,2023-04-26,,4,26,23,20,26,28
,,,,,,2023-04-27,,4,27,23,6,11,12
,,,,,,2023-04-28,,4,28,23,9,31,32
,,,,,,2023-04-29,,4,29,23,17,19,34
,,,,,,2023-04-30,,4,30,23,8,11,30
,,,,,,2023-05-01,,5,1,23,7,10,14
,,,,,,2023-05-02,,5,2,23,29,30,34
,,,,,,2023-05-03,,5,3,23,4,8,12
,,,,,,2023-05-04,,5,4,23,8,9,13
,,,,,,2023-05-05,,5,5,23,6,9,28
,,,,,,2023-05-06,,5,6,23,24,32,35
,,,,,,2023-05-07,,5,7,23,3,6,7
,,,,,,2023-05-08,,5,8,23,3,15,31
,,,,,,2023-05-09,,5,9,23,6,12,15
,,,,,,2023-05-10,,5,10,23,8,9,35
,,,,,,2023-05-11,,5,11,23,10,16,34
,,,,,,2023-05-12,,5,12,23,1,2,13
,,,,,,2023-05-13,,5,13,23,10,12,16
,,,,,,2023-05-14,,5,14,23,5,10,28
,,,,,,2023-05-15,,5,15,23,1,13,17
,,,,,,2023-05-16,,5,16,23,1,14,18
,,,,,,2023-05-17,,5,17,23,15,22,28
,,,,,,2023-05-18,,5,18,23,10,16,23
,,,,,,2023-05-19,,5,19,23,1,10,28
,,,,,,2023-05-20,,5,20,23,13,23,30
,,,,,,2023-05-21,,5,21,23,9,11,18
,,,,,,2023-05-22,,5,22,23,17,25,37
,,,,,,2023-05-23,,5,23,23,16,22,24
,,,,,,2023-05-24,,5,24,23,1,25,26
,,,,,,2023-05-25,,5,25,23,10,20,30
,,,,,,2023-05-26,,5,26,23,2,12,27
,,,,,,2023-05-27,,5,27,23,1,3,12
,,,,,,2023-05-28,,5,28,23,2,10,21
,,,,,,2023-05-29,,5,29,23,14,17,32
,,,,,,2023-05-30,,5,30,23,25,28,35
,,,,,,2023-05-31,,5,31,23,10,19,43
,,,,,,2023-06-01,,6,1,23,2,15,17
,,,,,,2023-06-02,,6,2,23,17,22,26
,,,,,,2023-06-03,,6,3,23,16,19,20
,,,,,,2023-06-04,,6,4,23,13,15,20
,,,,,,2023-06-05,,6,5,23,15,20,23
,,,,,,2023-06-06,,6,6,23,3,35,38
,,,,,,2023-06-07,,6,7,23,1,5,18
,,,,,,2023-06-08,,6,8,23,12,32,38
,,,,,,2023-06-09,,6,9,23,3,15,17
,,,,,,2023-06-10,,6,10,23,2,17,19
,,,,,,2023-06-11,,6,11,23,14,23,24
,,,,,,2023-06-12,,6,12,23,9,26,27
,,,,,,2023-06-13,,6,13,23,3,10,11
,,,,,,2023-06-14,,6,14,23,6,16,28
,,,,,,2023-06-15,,6,15,23,6,7,26
,,,,,,2023-06-16,,6,16,23,2,6,34
,,,,,,2023-06-17,,6,17,23,14,29,30
,,,,,,2023-06-18,,6,18,23,6,12,14
,,,,,,2023-06-19,,6,19,23,15,17,22
,,,,,,2023-06-20,,6,20,23,10,17,26
,,,,,,2023-06-21,,6,21,23,2,5,28
,,,,,,2023-06-22,,6,22,23,11,13,34
,,,,,,2023-06-23,,6,23,23,15,23,27
,,,,,,2023-06-24,,6,24,23,2,23,29
,,,,,,2023-06-25,,6,25,23,16,17,18
,,,,,,2023-06-26,,6,26,23,1,8,24
,,,,,,2023-06-27,,6,27,23,1,15,20
,,,,,,2023-06-28,,6,28,23,14,27,38
,,,,,,2023-06-29,,6,29,23,5,24,28
,,,,,,2023-06-30,,6,30,23,1,34,42
,,,,,,2023-07-01,,7,1,23,3,26,27
,,,,,,2023-07-02,,7,2,23,1,16,17
,,,,,,2023-07-03,,7,3,23,12,14,25
,,,,,,2023-07-04,,7,4,23,3,6,21
,,,,,,2023-07-05,,7,5,23,8,16,26
,,,,,,2023-07-06,,7,6,23,5,7,11
,,,,,,2023-07-07,,7,7,23,2,3,15
,,,,,,2023-07-08,,7,8,23,17,30,33
,,,,,,2023-07-09,,7,9,23,6,8,18
,,,,,,2023-07-10,,7,10,23,6,15,32
,,,,,,2023-07-11,,7,11,23,3,21,24
,,,,,,2023-07-12,,7,12,23,15,16,18
,,,,,,2023-07-13,,7,13,23,19,20,21
,,,,,,2023-07-14,,7,14,23,6,8,16
,,,,,,2023-07-15,,7,15,23,6,9,20
,,,,,,2023-07-16,,7,16,23,3,9,44
,,,,,,2023-07-17,,7,17,23,2,4,17
,,,,,,2023-07-18,,7,18,23,4,20,21
,,,,,,2023-07-19,,7,19,23,12,16,28
,,,,,,2023-07-20,,7,20,23,12,27,31
,,,,,,2023-07-21,,7,21,23,1,13,28
,,,,,,2023-07-22,,7,22,23,15,22,23
,,,,,,2023-07-23,,7,23,23,8,12,17
,,,,,,2023-07-24,,7,24,23,3,17,31
,,,,,,2023-07-25,,7,25,23,2,3,6
,,,,,,2023-07-26,,7,26,23,4,15,32
,,,,,,2023-07-27,,7,27,23,19,25,32
,,,,,,2023-07-28,,7,28,23,2,3,7
,,,,,,2023-07-29,,7,29,23,9,14,23
,,,,,,2023-07-30,,7,30,23,5,9,19
,,,,,,2023-07-31,,7,31,23,8,26,28
,,,,,,2023-08-01,,8,1,23,13,33,40
,,,,,,2023-08-02,,8,2,23,4,15,31
,,,,,,2023-08-03,,8,3,23,5,18,19
,,,,,,2023-08-04,,8,4,23,3,16,18
,,,,,,2023-08-05,,8,5,23,18,24,27
,,,,,,2023-08-06,,8,6,23,4,6,22
,,,,,,2023-08-07,,8,7,23,4,8,12
,,,,,,2023-08-08,,8,8,23,9,11,19
,,,,,,2023-08-09,,8,9,23,13,19,26
,,,,,,2023-08-10,,8,10,23,8,15,23
,,,,,,2023-08-11,,8,11,23,5,8,26
,,,,,,2023-08-12,,8,12,23,11,25,29
,,,,,,2023-08-13,,8,13,23,3,6,12
,,,,,,2023-08-14,,8,14,23,6,25,37
,,,,,,2023-08-15,,8,15,23,1,21,23
,,,,,,2023-08-16,,8,16,23,13,19,25
,,,,,,2023-08-17,,8,17,23,5,14,17
,,,,,,2023-08-18,,8,18,23,7,8,25
,,,,,,2023-08-19,,8,19,23,7,16,34
,,,,,,2023-08-20,,8,20,23,2,18,34
,,,,,,2023-08-21,,8,21,23,2,12,15
,,,,,,2023-08-22,,8,22,23,5,14,15
,,,,,,2023-08-23,,8,23,23,5,21,29
,,,,,,2023-08-24,,8,24,23,5,30,35
,,,,,,2023-08-25,,8,25,23,4,6,26
,,,,,,2023-08-26,,8,26,23,10,13,24
,,,,,,2023-08-27,,8,27,23,38,41,42
,,,,,,2023-08-28,,8,28,23,5,19,26
,,,,,,2023-08-29,,8,29,23,9,24,32
,,,,,,2023-08-30,,8,30,23,6,8,14
,,,,,,2023-08-31,,8,31,23,1,27,30
,,,,,,2023-09-01,,9,1,23,18,22,34
,,,,,,2023-09-02,,9,2,23,14,19,37
,,,,,,2023-09-03,,9,3,23,9,22,26
,,,,,,2023-09-04,,9,4,23,2,4,8
,,,,,,2023-09-05,,9,5,23,3,23,24
,,,,,,2023-09-06,,9,6,23,6,8,9
,,,,,,2023-09-07,,9,7,23,12,34,38
,,,,,,2023-09-08,,9,8,23,1,3,13
,,,,,,2023-09-09,,9,9,23,11,16,27
,,,,,,2023-09-10,,9,10,23,9,16,19
,,,,,,2023-09-11,,9,11,23,7,16,22
,,,,,,2023-09-12,,9,12,23,3,11,13
,,,,,,2023-09-13,,9,13,23,2,8,30
,,,,,,2023-09-14,,9,14,23,9,19,23
,,,,,,2023-09-15,,9,15,23,2,3,24
,,,,,,2023-09-16,,9,16,23,8,20,32
,,,,,,2023-09-17,,9,17,23,11,15,17
,,,,,,2023-09-18,,9,18,23,2,22,28
,,,,,,2023-09-19,,9,19,23,1,3,10
,,,,,,2023-09-20,,9,20,23,8,9,20
,,,,,,2023-09-21,,9,21,23,8,12,29
,,,,,,2023-09-22,,9,22,23,8,30,31
,,,,,,2023-09-23,,9,23,23,15,18,30
,,,,,,2023-09-24,,9,24,23,6,25,26
,,,,,,2023-09-25,,9,25,23,2,7,9
,,,,,,2023-09-26,,9,26,23,12,14,16
,,,,,,2023-09-27,,9,27,23,15,26,31
,,,,,,2023-09-28,,9,28,23,16,19,25
,,,,,,2023-09-29,,9,29,23,12,20,21
,,,,,,2023-09-30,,9,30,23,23,26,38
,,,,,,2023-10-01,,10,1,23,11,13,24
,,,,,,2023-10-02,,10,2,23,9,10,21
,,,,,,2023-10-03,,10,3,23,3,11,16
,,,,,,2023-10-04,,10,4,23,11,25,28
,,,,,,2023-10-05,,10,5,23,15,23,30
,,,,,,2023-10-06,,10,6,23,7,28,33
,,,,,,2023-10-07,,10,7,23,10,18,21
,,,,,,2023-10-08,,10,8,23,1,3,4
,,,,,,2023-10-09,,10,9,23,9,13,17
,,,,,,2023-10-10,,10,10,23,3,6,19
,,,,,,2023-10-11,,10,11,23,23,25,26
,,,,,,2023-10-12,,10,12,23,11,15,22
,,,,,,2023-10-13,,10,13,23,8,14,19
,,,,,,2023-10-14,,10,14,23,19,22,23
,,,,,,2023-10-15,,10,15,23,4,10,14
,,,,,,2023-10-16,,10,16,23,9,15,17
,,,,,,2023-10-17,,10,17,23,2,14,15
,,,,,,2023-10-18,,10,18,23,14,24,28
,,,,,,2023-10-19,,10,19,23,12,30,31
,,,,,,2023-10-20,,10,20,23,2,8,37
,,,,,,2023-10-21,,10,21,23,2,6,24
,,,,,,2023-10-22,,10,22,23,24,30,41
,,,,,,2023-10-23,,10,23,23,11,13,15
,,,,,,2023-10-24,,10,24,23,2,16,21
,,,,,,2023-10-25,,10,25,23,1,19,31
,,,,,,2023-10-26,,10,26,23,9,24,34
,,,,,,2023-10-27,,10,27,23,8,13,15
,,,,,,2023-10-28,,10,28,23,2,13,19
,,,,,,2023-10-29,,10,29,23,17,25,35
,,,,,,2023-10-30,,10,30,23,3,6,12
,,,,,,2023-10-31,,10,31,23,28,31,33
,,,,,,2023-11-01,,11,1,23,16,18,32
,,,,,,2023-11-02,,11,2,23,10,14,17
,,,,,,2023-11-03,,11,3,23,11,16,30
,,,,,,2023-11-04,,11,4,23,10,12,20
,,,,,,2023-11-05,,11,5,23,1,13,32
,,,,,,2023-11-06,,11,6,23,9,11,12
,,,,,,2023-11-07,,11,7,23,1,12,20
,,,,,,2023-11-08,,11,8,23,11,25,27
,,,,,,2023-11-09,,11,9,23,2,15,22
,,,,,,2023-11-10,,11,10,23,6,18,28
,,,,,,2023-11-11,,11,11,23,10,24,27
,,,,,,2023-11-12,,11,12,23,2,13,27
,,,,,,2023-11-13,,11,13,23,8,10,30
,,,,,,2023-11-14,,11,14,23,20,35,36
,,,,,,2023-11-15,,11,15,23,5,6,15
,,,,,,2023-11-16,,11,16,23,11,22,25
,,,,,,2023-11-17,,11,17,23,5,8,27
,,,,,,2023-11-18,,11,18,23,1,2,3
,,,,,,2023-11-19,,11,19,23,11,14,29
,,,,,,2023-11-20,,11,20,23,5,12,16
,,,,,,2023-11-21,,11,21,23,23,30,36
,,,,,,2023-11-22,,11,22,23,7,31,35
,,,,,,2023-11-23,,11,23,23,7,25,33
,,,,,,2023-11-24,,11,24,23,3,12,15
,,,,,,2023-11-25,,11,25,23,3,6,9
,,,,,,2023-11-26,,11,26,23,5,30,31
,,,,,,2023-11-27,,11,27,23,6,20,22
,,,,,,2023-11-28,,11,28,23,9,15,18
,,,,,,2023-11-29,,11,29,23,16,33,38
,,,,,,2023-11-30,,11,30,23,7,12,28
,,,,,,2023-12-01,,12,1,23,15,33,34
,,,,,,2023-12-02,,12,2,23,3,6,17
,,,,,,2023-12-03,,12,3,23,11,15,28
,,,,,,2023-12-04,,12,4,23,1,16,22
,,,,,,2023-12-05,,12,5,23,11,12,21
,,,,,,2023-12-06,,12,6,23,4,9,15
,,,,,,2023-12-07,,12,7,23,3,11,17
,,,,,,2023-12-08,,12,8,23,26,28,31
,,,,,,2023-12-09,,12,9,23,1,6,19
,,,,,,2023-12-10,,12,10,23,11,19,20
,,,,,,2023-12-11,,12,11,23,13,14,19
,,,,,,2023-12-12,,12,12,23,28,30,31
,,,,,,2023-12-13,,12,13,23,8,35,37
,,,,,,2023-12-14,,12,14,23,11,18,41
,,,,,,2023-12-15,,12,15,23,5,16,20
,,,,,,2023-12-16,,12,16,23,12,17,27
,,,,,,2023-12-17,,12,17,23,6,14,21
,,,,,,2023-12-18,,12,18,23,9,11,17
,,,,,,2023-12-19,,12,19,23,7,10,23
,,,,,,2023-12-20,,12,20,23,1,11,19
,,,,,,2023-12-21,,12,21,23,8,10,20
,,,,,,2023-12-22,,12,22,23,12,13,22
,,,,,,2023-12-23,,12,23,23,3,9,11
,,,,,,2023-12-24,,12,24,23,2,18,22
,,,,,,2023-12-25,,12,25,23,4,15,27
,,,,,,2023-12-26,,12,26,23,8,26,27
,,,,,,2023-12-27,,12,27,23,8,12,36
,,,,,,2023-12-28,,12,28,23,12,18,31
,,,,,,2023-12-29,,12,29,23,11,17,21
,,,,,,2023-12-30,,12,30,23,6,13,17
,,,,,,2023-12-31,,12,31,23,3,10,31
,,,,,,2024-01-01,,1,1,24,6,7,15
,,,,,,2024-01-02,,1,2,24,10,24,40
,,,,,,2024-01-03,,1,3,24,3,17,21
,,,,,,2024-01-04,,1,4,24,10,15,30
,,,,,,2024-01-05,,1,5,24,15,21,29
,,,,,,2024-01-06,,1,6,24,8,15,20
,,,,,,2024-01-07,,1,7,24,6,9,19
,,,,,,2024-01-08,,1,8,24,9,19,25
,,,,,,2024-01-09,,1,9,24,5,29,30
,,,,,,2024-01-10,,1,10,24,2,3,15
,,,,,,2024-01-11,,1,11,24,9,10,21
,,,,,,2024-01-12,,1,12,24,4,6,14
,,,,,,2024-01-13,,1,13,24,3,25,32
,,,,,,2024-01-14,,1,14,24,20,28,33
,,,,,,2024-01-15,,1,15,24,3,12,14
,,,,,,2024-01-16,,1,16,24,8,13,21
,,,,,,2024-01-17,,1,17,24,3,13,16
,,,,,,2024-01-18,,1,18,24,20,23,24
,,,,,,2024-01-19,,1,19,24,17,30,33
,,,,,,2024-01-20,,1,20,24,9,10,18
,,,,,,2024-01-21,,1,21,24,11,14,16
,,,,,,2024-01-22,,1,22,24,7,26,30
,,,,,,2024-01-23,,1,23,24,5,8,11
,,,,,,2024-01-24,,1,24,24,2,3,13
,,,,,,2024-01-25,,1,25,24,2,14,35
,,,,,,2024-01-26,,1,26,24,2,4,13
,,,,,,2024-01-27,,1,27,24,9,34,36
,,,,,,2024-01-28,,1,28,24,4,11,23
,,,,,,2024-01-29,,1,29,24,14,16,28
,,,,,,2024-01-30,,1,30,24,1,10,23
,,,,,,2024-01-31,,1,31,24,2,28,38
,,,,,,2024-02-01,,2,1,24,16,21,23
,,,,,,2024-02-02,,2,2,24,1,12,24
,,,,,,2024-02-03,,2,3,24,8,9,18
,,,,,,2024-02-04,,2,4,24,10,16,27
,,,,,,2024-02-05,,2,5,24,7,26,39
,,,,,,2024-02-06,,2,6,24,16,32,34
,,,,,,2024-02-07,,2,7,24,14,23,45
,,,,,,2024-02-08,,2,8,24,7,29,31
,,,,,,2024-02-09,,2,9,24,8,12,18
,,,,,,2024-02-10,,2,10,24,13,15,27
,,,,,,2024-02-11,,2,11,24,1,2,11
,,,,,,2024-02-12,,2,12,24,3,12,18
,,,,,,2024-02-13,,2,13,24,5,11,35
,,,,,,2024-02-14,,2,14,24,4,7,39
,,,,,,2024-02-15,,2,15,24,17,41,42
,,,,,,2024-02-16,,2,16,24,4,12,15
,,,,,,2024-02-17,,2,17,24,21,31,36
,,,,,,2024-02-18,,2,18,24,18,31,42
,,,,,,2024-02-19,,2,19,24,7,19,31
,,,,,,2024-02-20,,2,20,24,5,7,13
,,,,,,2024-02-21,,2,21,24,20,21,29
,,,,,,2024-02-22,,2,22,24,2,4,6
,,,,,,2024-02-23,,2,23,24,7,11,30
,,,,,,2024-02-24,,2,24,24,14,21,28
,,,,,,2024-02-25,,2,25,24,3,13,14
,,,,,,2024-02-26,,2,26,24,1,7,17
,,,,,,2024-02-27,,2,27,24,10,16,28
,,,,,,2024-02-28,,2,28,24,2,9,19
,,,,,,2024-02-29,,2,29,24,15,21,37
,,,,,,2024-03-01,,3,1,24,1,7,29
,,,,,,2024-03-02,,3,2,24,1,4,19
,,,,,,2024-03-03,,3,3,24,3,18,20
,,,,,,2024-03-04,,3,4,24,3,9,17
,,,,,,2024-03-05,,3,5,24,7,17,22
,,,,,,2024-03-06,,3,6,24,13,24,28
,,,,,,2024-03-07,,3,7,24,14,17,28
,,,,,,2024-03-08,,3,8,24,24,32,36
,,,,,,2024-03-09,,3,9,24,12,19,22
,,,,,,2024-03-10,,3,10,24,1,6,26
,,,,,,2024-03-11,,3,11,24,24,26,31
,,,,,,2024-03-12,,3,12,24,3,13,24
,,,,,,2024-03-13,,3,13,24,27,43,44
,,,,,,2024-03-14,,3,14,24,7,24,27
,,,,,,2024-03-15,,3,15,24,13,16,18
,,,,,,2024-03-16,,3,16,24,1,6,19
,,,,,,2024-03-17,,3,17,24,1,15,20
,,,,,,2024-03-18,,3,18,24,8,20,35
,,,,,,2024-03-19,,3,19,24,2,5,19
,,,,,,2024-03-20,,3,20,24,23,30,33
,,,,,,2024-03-21,,3,21,24,10,11,32
,,,,,,2024-03-22,,3,22,24,18,27,34
,,,,,,2024-03-23,,3,23,24,1,3,8
,,,,,,2024-03-24,,3,24,24,5,19,30
,,,,,,2024-03-25,,3,25,24,1,4,31
,,,,,,2024-03-26,,3,26,24,18,25,34
,,,,,,2024-03-27,,3,27,24,3,10,16
,,,,,,2024-03-28,,3,28,24,9,15,29
,,,,,,2024-03-29,,3,29,24,8,13,14
,,,,,,2024-03-30,,3,30,24,17,29,36
,,,,,,2024-03-31,,3,31,24,1,4,13
,,,,,,2024-04-01,,4,1,24,2,11,29
,,,,,,2024-04-02,,4,2,24,6,8,17
,,,,,,2024-04-03,,4,3,24,30,36,41
,,,,,,2024-04-04,,4,4,24,5,24,26
,,,,,,2024-04-05,,4,5,24,3,7,17
,,,,,,2024-04-06,,4,6,24,4,13,19
,,,,,,2024-04-07,,4,7,24,2,6,11
,,,,,,2024-04-08,,4,8,24,4,7,33
,,,,,,2024-04-09,,4,9,24,1,11,12
,,,,,,2024-04-10,,4,10,24,2,4,7
,,,,,,2024-04-11,,4,11,24,4,10,27
,,,,,,2024-04-12,,4,12,24,1,19,20
,,,,,,2024-04-13,,4,13,24,15,20,34
,,,,,,2024-04-14,,4,14,24,6,20,30
,,,,,,2024-04-15,,4,15,24,11,24,25
,,,,,,2024-04-16,,4,16,24,20,22,28
,,,,,,2024-04-17,,4,17,24,6,9,19
,,,,,,2024-04-18,,4,18,24,4,10,16
,,,,,,2024-04-19,,4,19,24,5,8,24
,,,,,,2024-04-20,,4,20,24,17,23,28
,,,,,,2024-04-21,,4,21,24,23,24,31
,,,,,,2024-04-22,,4,22,24,33,36,39
,,,,,,2024-04-23,,4,23,24,11,31,32
,,,,,,2024-04-24,,4,24,24,4,40,41
,,,,,,2024-04-25,,4,25,24,3,9,21
,,,,,,2024-04-26,,4,26,24,11,15,27
,,,,,,2024-04-27,,4,27,24,16,22,26
,,,,,,2024-04-28,,4,28,24,4,25,32
,,,,,,2024-04-29,,4,29,24,12,14,16
,,,,,,2024-04-30,,4,30,24,7,8,19
,,,,,,2024-05-01,,5,1,24,2,9,19
,,,,,,2024-05-02,,5,2,24,7,14,16
,,,,,,2024-05-03,,5,3,24,15,19,32
,,,,,,2024-05-04,,5,4,24,1,4,5
,,,,,,2024-05-05,,5,5,24,1,6,10
,,,,,,2024-05-06,,5,6,24,10,32,35
,,,,,,2024-05-07,,5,7,24,9,21,22
,,,,,,2024-05-08,,5,8,24,17,30,31
,,,,,,2024-05-09,,5,9,24,3,6,7
,,,,,,2024-05-10,,5,10,24,24,30,32
,,,,,,2024-05-11,,5,11,24,3,9,20
,,,,,,2024-05-12,,5,12,24,8,14,26
,,,,,,2024-05-13,,5,13,24,13,16,20
,,,,,,2024-05-14,,5,14,24,9,27,43
,,,,,,2024-05-15,,5,15,24,12,18,24
,,,,,,2024-05-16,,5,16,24,12,19,34
,,,,,,2024-05-17,,5,17,24,2,22,31
,,,,,,2024-05-18,,5,18,24,18,21,34
,,,,,,2024-05-19,,5,19,24,6,16,32
,,,,,,2024-05-20,,5,20,24,12,15,19
,,,,,,2024-05-21,,5,21,24,5,13,24
,,,,,,2024-05-22,,5,22,24,5,8,15
,,,,,,2024-05-23,,5,23,24,4,8,9
,,,,,,2024-05-24,,5,24,24,13,17,24
,,,,,,2024-05-25,,5,25,24,2,4,21
,,,,,,2024-05-26,,5,26,24,2,17,25
,,,,,,2024-05-27,,5,27,24,2,9,17
,,,,,,2024-05-28,,5,28,24,9,18,21
,,,,,,2024-05-29,,5,29,24,9,12,15
,,,,,,2024-05-30,,5,30,24,9,11,12
,,,,,,2024-05-31,,5,31,24,10,31,34
,,,,,,2024-06-01,,6,1,24,22,29,33
,,,,,,2024-06-02,,6,2,24,8,16,19
,,,,,,2024-06-03,,6,3,24,8,21,23
,,,,,,2024-06-04,,6,4,24,8,13,39
,,,,,,2024-06-05,,6,5,24,1,2,12
,,,,,,2024-06-06,,6,6,24,21,28,30
,,,,,,2024-06-07,,6,7,24,3,12,15
,,,,,,2024-06-08,,6,8,24,3,17,29
,,,,,,2024-06-09,,6,9,24,2,3,33
,,,,,,2024-06-10,,6,10,24,7,9,14
,,,,,,2024-06-11,,6,11,24,12,23,31
,,,,,,2024-06-12,,6,12,24,3,12,15
,,,,,,2024-06-13,,6,13,24,1,12,18
,,,,,,2024-06-14,,6,14,24,6,21,25
,,,,,,2024-06-15,,6,15,24,2,7,8
,,,,,,2024-06-16,,6,16,24,1,12,20
,,,,,,2024-06-17,,6,17,24,15,26,32
,,,,,,2024-06-18,,6,18,24,5,14,18
,,,,,,2024-06-19,,6,19,24,10,16,18
,,,,,,2024-06-20,,6,20,24,22,24,25
,,,,,,2024-06-21,,6,21,24,4,7,13
,,,,,,2024-06-22,,6,22,24,12,14,22
,,,,,,2024-06-23,,6,23,24,3,5,23
,,,,,,2024-06-24,,6,24,24,20,26,27
,,,,,,2024-06-25,,6,25,24,15,20,23
,,,,,,2024-06-26,,6,26,24,5,12,36
,,,,,,2024-06-27,,6,27,24,5,14,34
,,,,,,2024-06-28,,6,28,24,10,21,41
,,,,,,2024-06-29,,6,29,24,10,11,22
,,,,,,2024-06-30,,6,30,24,6,9,12
,,,,,,2024-07-01,,7,1,24,13,22,31
,,,,,,2024-07-02,,7,2,24,9,15,18
,,,,,,2024-07-03,,7,3,24,10,11,23
